time;user_id;ip;video_id;platform
20.02.2025 0:02;1458;198.4.72.157;56533;iphone
2025-02-20 00:02:40.000;1724;104.181.184.117;30188;android
20.02.2025 0:02;1448;225.203.117.203;36471;android
20.02.2025 0:02;2263;152.138.15.12;35616;iphone
20.02.2025 0:02;2125;175.152.207.85;13333;android
2025-02-20 00:02:48.000;1626;188.222.148.193;95945;iphone
20.02.2025 0:02;1009;171.225.164.40;65523;android
20.02.2025 0:02;1504;115.158.9.147;80855;iphone
20.02.2025 0:02;1101;118.187.15.195;26064;android
20.02.2025 0:02;1682;40.150.148.167;81879;android
2025-02-20 00:02:52.000;938;4.93.1.13;51192;iphone
20.02.2025 0:02;93;195.131.43.238;51192;iphone
20.02.2025 0:02;2021;5.140.27.133;24335;iphone
20.02.2025 0:02;733;156.56.37.70;30188;iphone
20.02.2025 0:02;905;17.163.35.97;48337;android
20.02.2025 0:02;1465;215.106.98.5;84713;iphone
20.02.2025 0:02;1103;229.129.216.192;18318;android
20.02.2025 0:02;171;75.68.203.106;13333;android
20.02.2025 0:03;2037;237.90.88.1;78934;android
20.02.2025 0:03;1455;155.53.175.178;61715;iphone
2025-02-20 00:03:03.000;90;53.137.240.100;92313;android
20.02.2025 0:03;579;100.121.127.78;16849;android
20.02.2025 0:03;1663;208.36.88.65;29859;android
20.02.2025 0:03;998;30.124.195.109;21474;iphone
20.02.2025 0:03;166;153.239.154.104;86921;iphone
2025-02-20 00:03:06.000;1056;72.6.79.57;21505;android
20.02.2025 0:03;367;246.73.87.130;83155;iphone
20.02.2025 0:03;2077;20.227.214.97;35616;android
20.02.2025 0:03;2295;105.191.124.157;43623;iphone
20.02.2025 0:03;1859;69.230.113.19;60977;android
20.02.2025 0:03;2280;254.57.83.17;61440;iphone
20.02.2025 0:03;1098;129.37.206.202;72242;iphone
20.02.2025 0:03;434;176.178.236.39;29859;iphone
20.02.2025 0:03;1354;74.29.207.56;97684;iphone
20.02.2025 0:03;1957;109.24.102.131;83155;android
20.02.2025 0:03;1009;118.242.155.158;34192;iphone
20.02.2025 0:03;1216;222.210.183.65;75222;iphone
20.02.2025 0:03;1182;71.181.62.8;49292;android
20.02.2025 0:03;2343;177.77.78.25;11527;android
20.02.2025 0:03;1624;78.62.85.196;80855;android
20.02.2025 0:03;2244;56.186.33.193;56587;android
20.02.2025 0:03;1687;47.19.223.244;26064;android
2025-02-20 00:03:33.000;2183;114.34.22.76;54188;android
20.02.2025 0:03;1014;100.127.38.51;46605;iphone
2025-02-20 00:03:35.000;664;116.162.83.43;78934;iphone
20.02.2025 0:03;1129;75.159.60.67;24335;android
20.02.2025 0:03;779;151.11.28.228;83899;iphone
2025-02-20 00:03:40.000;867;200.103.139.143;84713;iphone
20.02.2025 0:03;1186;41.186.86.165;78934;iphone
2025-02-20 00:03:42.000;842;56.0.8.158;48337;android
20.02.2025 0:03;2165;9.73.75.145;13333;iphone
20.02.2025 0:03;1473;148.17.29.13;26717;iphone
20.02.2025 0:03;50;131.191.190.13;83899;iphone
2025-02-20 00:03:49.000;970;112.155.132.54;73277;iphone
20.02.2025 0:03;816;95.201.5.169;35616;iphone
20.02.2025 0:03;705;187.205.30.23;24228;iphone
20.02.2025 0:03;1053;46.141.196.109;73786;android
20.02.2025 0:03;2143;37.30.87.209;52739;iphone
20.02.2025 0:03;2240;189.95.197.254;86108;android
20.02.2025 0:03;2362;77.239.108.227;34192;android
20.02.2025 0:03;1939;222.169.137.151;83155;iphone
20.02.2025 0:03;1601;194.45.93.153;18318;iphone
2025-02-20 00:03:59.000;1544;233.238.221.19;44862;android
2025-02-20 00:03:59.000;1588;255.112.189.126;77794;android
20.02.2025 0:04;456;36.179.6.142;16849;android
2025-02-20 00:04:04.000;1107;45.67.166.163;40726;iphone
20.02.2025 0:04;2194;98.35.17.56;90236;android
20.02.2025 0:04;2276;74.118.13.53;65523;android
20.02.2025 0:04;1781;224.94.239.49;12078;android
20.02.2025 0:04;1539;131.184.18.135;74267;android
2025-02-20 00:04:12.000;1239;43.239.57.24;90236;android
20.02.2025 0:04;1502;112.154.85.146;46605;android
20.02.2025 0:04;1320;195.230.246.224;80855;iphone
20.02.2025 0:04;2141;39.71.41.169;61440;iphone
2025-02-20 00:04:17.000;260;244.30.114.213;15464;android
20.02.2025 0:04;1077;104.130.5.145;55926;iphone
20.02.2025 0:04;1065;17.173.230.107;34873;android
20.02.2025 0:04;1022;108.52.192.9;30188;iphone
20.02.2025 0:04;261;101.34.139.173;73786;android
20.02.2025 0:04;1485;18.227.36.139;82467;iphone
20.02.2025 0:04;1671;198.15.127.167;32501;android
20.02.2025 0:04;1520;195.223.103.82;51942;iphone
2025-02-20 00:04:32.000;132;78.175.206.87;78934;iphone
2025-02-20 00:04:35.000;1453;5.16.21.122;55523;iphone
2025-02-20 00:04:35.000;173;218.236.31.172;89186;iphone
20.02.2025 0:04;2074;206.106.108.135;13663;android
2025-02-20 00:04:38.000;45;40.175.10.86;55634;android
20.02.2025 0:04;1821;197.82.163.72;12916;android
20.02.2025 0:04;1822;121.219.250.247;27669;android
20.02.2025 0:04;1233;21.2.152.53;33533;iphone
20.02.2025 0:04;2265;114.77.39.153;27669;android
20.02.2025 0:04;216;199.62.78.219;30113;android
20.02.2025 0:04;1036;133.59.190.220;55634;iphone
20.02.2025 0:04;1394;177.235.171.195;32359;android
20.02.2025 0:04;70;59.211.193.150;45526;android
2025-02-20 00:04:48.000;2129;144.71.90.184;40726;android
2025-02-20 00:04:49.000;1763;30.92.171.152;53947;iphone
20.02.2025 0:04;1596;217.146.159.184;21505;android
20.02.2025 0:04;963;150.75.187.66;44862;android
20.02.2025 0:04;907;77.111.150.105;27065;android
20.02.2025 0:04;2214;63.28.62.68;51192;android
2025-02-20 00:04:54.000;1143;30.144.160.9;86921;android
20.02.2025 0:04;181;228.75.217.249;21505;android
20.02.2025 0:04;350;50.35.181.206;60919;android
20.02.2025 0:04;712;206.254.16.146;60808;iphone
2025-02-20 00:05:02.000;739;181.203.52.31;95945;iphone
20.02.2025 0:05;1684;27.183.48.60;78541;android
20.02.2025 0:05;1977;183.168.108.130;46453;iphone
20.02.2025 0:05;1533;192.42.78.139;84713;iphone
2025-02-20 00:05:05.000;2313;91.163.92.51;13693;android
20.02.2025 0:05;1398;211.51.90.237;11471;iphone
2025-02-20 00:05:07.000;1655;230.165.153.142;86921;android
20.02.2025 0:05;2002;229.202.31.241;27630;android
2025-02-20 00:05:16.000;2225;69.71.172.120;55885;iphone
2025-02-20 00:05:16.000;1480;30.99.86.249;51942;android
20.02.2025 0:05;1086;155.195.203.235;60808;iphone
20.02.2025 0:05;1526;54.187.35.235;83155;android
20.02.2025 0:05;81;233.183.190.152;80855;android
20.02.2025 0:05;1929;120.36.237.170;99129;iphone
2025-02-20 00:05:26.000;513;164.18.136.182;41213;android
20.02.2025 0:05;1550;173.118.50.49;60977;iphone
2025-02-20 00:05:28.000;1356;202.242.40.86;78541;android
20.02.2025 0:05;506;25.89.160.146;90619;iphone
20.02.2025 0:05;278;55.98.124.82;60395;iphone
20.02.2025 0:05;1190;191.130.165.83;46453;android
20.02.2025 0:05;1932;74.184.95.68;21505;android
20.02.2025 0:05;63;198.43.121.205;62766;android
20.02.2025 0:05;1979;12.225.203.233;90839;iphone
20.02.2025 0:05;1772;201.173.35.7;83899;android
20.02.2025 0:05;849;137.157.96.115;60808;iphone
20.02.2025 0:05;930;202.54.121.59;11527;android
20.02.2025 0:05;2104;252.188.25.251;61715;iphone
20.02.2025 0:05;1190;210.70.10.247;90236;android
2025-02-20 00:05:46.000;93;225.180.25.225;52739;iphone
20.02.2025 0:05;1691;219.200.180.55;61440;iphone
20.02.2025 0:05;1913;198.144.8.143;44862;android
20.02.2025 0:05;40;27.120.29.24;16849;iphone
2025-02-20 00:05:59.000;164;123.155.204.49;81982;android
20.02.2025 0:05;1334;195.255.212.221;83155;iphone
20.02.2025 0:06;154;211.67.248.214;62875;android
20.02.2025 0:06;2059;237.125.115.148;20289;iphone
20.02.2025 0:06;1213;170.245.147.82;21474;iphone
20.02.2025 0:06;1950;214.99.171.112;72242;android
20.02.2025 0:06;1440;60.50.192.155;84713;iphone
20.02.2025 0:06;984;104.49.67.13;83155;iphone
20.02.2025 0:06;1849;205.221.5.174;56228;android
20.02.2025 0:06;412;132.114.174.176;84713;iphone
20.02.2025 0:06;992;140.52.17.79;60919;android
20.02.2025 0:06;1474;19.134.102.183;95945;android
20.02.2025 0:06;1454;163.117.129.40;12468;iphone
20.02.2025 0:06;1127;252.208.88.88;12916;android
2025-02-20 00:06:13.000;1447;148.215.47.132;56533;android
20.02.2025 0:06;150;230.84.169.0;35616;android
2025-02-20 00:06:18.000;208;95.30.156.174;45613;iphone
2025-02-20 00:06:18.000;1589;97.38.149.224;95945;android
20.02.2025 0:06;822;43.206.36.113;13693;android
2025-02-20 00:06:27.000;397;153.103.86.8;65523;iphone
20.02.2025 0:06;568;248.202.188.45;30113;iphone
20.02.2025 0:06;1957;76.249.242.118;84094;android
20.02.2025 0:06;1546;165.252.35.226;89627;iphone
2025-02-20 00:06:32.000;2366;23.245.139.177;87627;iphone
20.02.2025 0:06;458;131.40.61.183;60977;iphone
20.02.2025 0:06;647;46.23.218.1;64392;android
20.02.2025 0:06;2180;210.93.47.53;90619;android
2025-02-20 00:06:37.000;29;218.64.78.122;12916;iphone
20.02.2025 0:06;1223;77.211.199.162;18413;iphone
20.02.2025 0:06;506;1.222.46.171;89782;android
20.02.2025 0:06;298;7.200.136.18;46715;android
2025-02-20 00:06:45.000;1812;235.188.196.42;17284;android
20.02.2025 0:06;2104;152.60.198.144;65523;iphone
20.02.2025 0:06;1666;115.35.113.54;77794;iphone
20.02.2025 0:06;816;7.107.113.180;76945;iphone
20.02.2025 0:06;240;108.41.62.59;13693;iphone
20.02.2025 0:06;1511;246.167.130.205;70143;iphone
2025-02-20 00:06:52.000;73;33.47.192.109;40726;android
20.02.2025 0:06;1382;202.233.229.150;36471;iphone
20.02.2025 0:06;792;142.144.232.144;26064;android
20.02.2025 0:06;718;238.85.172.58;32501;iphone
20.02.2025 0:07;972;61.79.226.197;90619;iphone
20.02.2025 0:07;714;110.156.191.127;57791;iphone
20.02.2025 0:07;901;185.66.251.219;83899;android
2025-02-20 00:07:04.000;434;86.32.86.65;45613;iphone
2025-02-20 00:07:06.000;2054;217.48.241.165;34873;android
20.02.2025 0:07;2212;118.223.46.94;55634;android
20.02.2025 0:07;756;73.79.1.139;60977;iphone
2025-02-20 00:07:07.000;1962;96.218.111.63;26064;iphone
20.02.2025 0:07;1981;149.163.189.78;60808;android
20.02.2025 0:07;1932;10.161.184.237;89224;iphone
20.02.2025 0:07;740;32.126.120.131;16651;android
20.02.2025 0:07;1530;78.87.160.110;50422;iphone
20.02.2025 0:07;1405;220.170.157.143;79909;android
20.02.2025 0:07;655;211.207.252.151;24335;android
2025-02-20 00:07:14.000;2337;160.252.128.235;34192;android
20.02.2025 0:07;2373;55.24.174.175;36471;android
20.02.2025 0:07;1912;174.125.168.109;78934;iphone
20.02.2025 0:07;980;135.22.247.156;86108;android
20.02.2025 0:07;1714;198.100.14.8;10277;android
20.02.2025 0:07;519;219.236.254.197;33533;android
2025-02-20 00:07:21.000;1834;75.187.5.252;84713;iphone
2025-02-20 00:07:23.000;1147;137.119.82.211;90619;iphone
20.02.2025 0:07;1330;11.62.55.168;46715;android
20.02.2025 0:07;670;213.67.91.185;60977;android
2025-02-20 00:07:28.000;1066;238.9.98.168;12468;iphone
20.02.2025 0:07;652;55.199.42.0;53947;iphone
20.02.2025 0:07;699;22.92.28.206;55926;android
20.02.2025 0:07;1545;79.73.109.138;72242;iphone
2025-02-20 00:07:33.000;336;108.107.188.35;60808;iphone
2025-02-20 00:07:34.000;104;243.145.21.87;11895;android
20.02.2025 0:07;422;7.242.78.181;32501;iphone
2025-02-20 00:07:36.000;1693;112.33.218.172;83899;android
20.02.2025 0:07;1791;249.232.253.227;83899;iphone
20.02.2025 0:07;1427;148.184.216.126;27065;android
20.02.2025 0:07;1038;62.0.114.255;35616;iphone
2025-02-20 00:07:43.000;818;226.157.183.144;55885;iphone
20.02.2025 0:07;659;114.151.182.233;78541;android
2025-02-20 00:07:46.000;2380;85.159.179.9;52739;android
20.02.2025 0:07;389;15.33.90.92;61715;android
20.02.2025 0:07;1501;244.143.185.8;44862;android
2025-02-20 00:07:51.000;1400;173.212.70.16;90619;android
20.02.2025 0:07;1867;127.100.118.9;92313;android
2025-02-20 00:07:55.000;161;34.235.174.238;33533;iphone
20.02.2025 0:07;94;216.129.212.88;31866;android
20.02.2025 0:07;2149;107.167.44.106;86108;iphone
20.02.2025 0:07;1445;33.203.149.117;74267;iphone
20.02.2025 0:07;1363;219.121.26.32;30113;iphone
20.02.2025 0:07;136;155.98.79.133;11471;android
20.02.2025 0:07;1569;62.250.138.42;62875;android
2025-02-20 00:07:59.000;451;32.132.121.184;90839;iphone
2025-02-20 00:08:01.000;1226;51.253.93.227;70143;android
20.02.2025 0:08;1830;86.24.204.102;77794;iphone
20.02.2025 0:08;2166;93.55.236.135;55617;android
20.02.2025 0:08;2080;71.235.102.199;82467;iphone
20.02.2025 0:08;1071;53.186.42.212;17284;iphone
2025-02-20 00:08:07.000;1787;164.33.90.71;51192;iphone
20.02.2025 0:08;1219;175.168.50.135;17284;android
20.02.2025 0:08;1414;174.51.49.61;25566;android
2025-02-20 00:08:10.000;182;8.86.99.205;52739;iphone
20.02.2025 0:08;1713;238.70.174.70;76945;android
20.02.2025 0:08;1960;87.192.84.163;43623;iphone
2025-02-20 00:08:12.000;310;180.235.255.101;35616;android
20.02.2025 0:08;293;213.180.152.225;90619;iphone
20.02.2025 0:08;1232;0.126.19.163;73786;android
2025-02-20 00:08:15.000;43;34.116.225.185;58204;android
20.02.2025 0:08;848;218.251.80.222;92313;iphone
20.02.2025 0:08;783;166.165.222.55;90839;iphone
20.02.2025 0:08;2103;232.181.179.218;27669;iphone
20.02.2025 0:08;545;2.96.173.141;55885;android
2025-02-20 00:08:24.000;98;39.22.198.34;60483;iphone
20.02.2025 0:08;1367;34.178.88.57;60919;android
20.02.2025 0:08;1091;98.107.133.171;60483;android
20.02.2025 0:08;1027;181.54.154.1;64392;android
20.02.2025 0:08;1875;161.172.52.56;86108;iphone
20.02.2025 0:08;1357;106.84.228.33;32501;iphone
20.02.2025 0:08;1105;44.181.238.0;55523;iphone
20.02.2025 0:08;907;242.134.108.218;13693;iphone
20.02.2025 0:08;155;228.168.216.53;11527;iphone
2025-02-20 00:08:39.000;2005;59.40.0.37;12078;android
2025-02-20 00:08:39.000;1486;97.2.169.10;73786;iphone
20.02.2025 0:08;546;29.81.95.56;90236;android
20.02.2025 0:08;159;9.144.121.72;49292;iphone
20.02.2025 0:08;1211;6.10.112.250;17284;android
20.02.2025 0:08;2362;145.30.201.189;78541;iphone
20.02.2025 0:08;1727;94.225.199.91;81329;android
20.02.2025 0:08;1335;255.7.19.155;21474;android
2025-02-20 00:08:57.000;1476;236.242.47.35;81329;iphone
20.02.2025 0:09;293;164.231.152.192;12916;iphone
20.02.2025 0:09;1328;77.68.175.83;60919;android
20.02.2025 0:09;753;80.50.23.197;80855;android
20.02.2025 0:09;1612;190.38.56.186;83155;iphone
2025-02-20 00:09:06.000;917;118.167.181.102;24228;iphone
2025-02-20 00:09:09.000;1600;238.13.37.214;81329;android
2025-02-20 00:09:10.000;1631;138.34.108.30;62875;iphone
20.02.2025 0:09;1931;232.89.185.14;32501;android
20.02.2025 0:09;1584;38.16.170.241;11895;iphone
20.02.2025 0:09;506;168.148.111.82;34873;android
20.02.2025 0:09;2269;55.12.187.191;35616;iphone
20.02.2025 0:09;1013;122.158.81.133;32501;android
20.02.2025 0:09;2091;248.239.200.232;78541;iphone
20.02.2025 0:09;2183;53.3.72.43;76945;android
20.02.2025 0:09;2212;184.76.181.89;51942;iphone
20.02.2025 0:09;749;143.145.43.225;13663;iphone
20.02.2025 0:09;469;85.200.16.38;15451;android
20.02.2025 0:09;2200;158.219.93.81;60563;android
2025-02-20 00:09:29.000;1360;200.239.45.115;52739;iphone
20.02.2025 0:09;556;91.62.219.15;86108;iphone
20.02.2025 0:09;264;106.150.101.61;25566;android
20.02.2025 0:09;1624;108.49.149.62;16651;android
20.02.2025 0:09;1711;181.103.29.156;18318;android
20.02.2025 0:09;2004;43.29.39.53;81879;android
20.02.2025 0:09;856;110.167.231.183;86108;iphone
2025-02-20 00:09:45.000;620;32.29.61.18;55926;android
20.02.2025 0:09;1926;161.10.45.54;25566;iphone
20.02.2025 0:09;869;90.44.11.72;11471;android
20.02.2025 0:09;1753;0.93.138.26;34873;iphone
20.02.2025 0:09;2205;4.217.167.177;83899;iphone
20.02.2025 0:09;422;181.252.239.187;79909;android
20.02.2025 0:09;319;119.43.30.25;30113;iphone
2025-02-20 00:09:55.000;936;31.192.27.211;83155;android
20.02.2025 0:09;1251;151.218.48.187;81329;android
20.02.2025 0:09;1954;22.127.1.31;95945;android
20.02.2025 0:09;1990;253.201.215.29;97684;iphone
20.02.2025 0:10;1938;167.8.208.81;45613;android
20.02.2025 0:10;457;221.129.162.177;26064;iphone
2025-02-20 00:10:05.000;1260;99.53.34.47;55926;android
20.02.2025 0:10;1161;211.237.113.141;32501;android
20.02.2025 0:10;1401;54.198.25.79;58204;iphone
20.02.2025 0:10;1659;171.219.132.16;36471;iphone
20.02.2025 0:10;1546;192.20.228.122;12468;android
20.02.2025 0:10;721;23.224.31.176;70143;android
2025-02-20 00:10:13.000;1679;101.68.3.13;83899;android
2025-02-20 00:10:16.000;284;212.13.115.85;90839;android
20.02.2025 0:10;701;209.248.182.102;51192;android
20.02.2025 0:10;1836;241.170.55.237;24228;android
20.02.2025 0:10;1996;236.11.197.57;81879;android
20.02.2025 0:10;1396;56.7.124.54;82467;android
20.02.2025 0:10;243;124.103.37.236;17378;iphone
2025-02-20 00:10:26.000;952;239.92.219.222;36471;android
20.02.2025 0:10;802;60.169.50.61;54188;android
20.02.2025 0:10;2274;23.33.121.187;44862;iphone
20.02.2025 0:10;613;207.114.112.242;55926;android
20.02.2025 0:10;2178;145.50.122.212;33533;android
20.02.2025 0:10;1720;240.20.224.255;17284;android
2025-02-20 00:10:34.000;2254;214.172.132.44;75222;iphone
20.02.2025 0:10;621;142.36.166.89;83899;android
20.02.2025 0:10;679;103.216.131.73;47841;iphone
20.02.2025 0:10;1109;69.233.204.72;40726;iphone
2025-02-20 00:10:43.000;193;239.196.214.146;90839;android
20.02.2025 0:10;1879;157.66.235.238;54188;iphone
20.02.2025 0:10;1030;96.134.109.244;13693;iphone
20.02.2025 0:10;692;152.62.118.77;17378;iphone
2025-02-20 00:10:47.000;2367;164.188.33.155;43623;iphone
20.02.2025 0:10;191;73.108.243.53;79909;iphone
20.02.2025 0:10;1046;58.104.124.65;13333;iphone
20.02.2025 0:10;1917;49.144.250.254;72424;android
2025-02-20 00:10:49.000;705;233.153.214.222;18318;iphone
20.02.2025 0:10;156;165.134.12.41;47262;iphone
2025-02-20 00:10:53.000;2013;216.187.134.54;61440;iphone
2025-02-20 00:10:56.000;2352;19.121.226.168;13693;android
20.02.2025 0:10;879;177.255.255.212;12078;iphone
20.02.2025 0:10;334;171.184.175.120;56587;iphone
20.02.2025 0:10;2222;227.232.65.228;51192;android
20.02.2025 0:11;224;191.252.239.28;12468;iphone
20.02.2025 0:11;1235;172.1.57.193;54188;iphone
20.02.2025 0:11;63;1.157.188.103;62875;android
2025-02-20 00:11:11.000;2382;153.248.56.114;35616;android
20.02.2025 0:11;1966;161.223.163.248;70143;android
20.02.2025 0:11;401;88.198.114.2;34873;android
2025-02-20 00:11:14.000;1615;24.205.103.47;18127;iphone
20.02.2025 0:11;2096;114.165.177.132;70143;iphone
20.02.2025 0:11;2087;88.207.123.11;20289;android
20.02.2025 0:11;689;239.93.103.132;76945;android
20.02.2025 0:11;494;129.36.48.48;17284;android
20.02.2025 0:11;2183;188.200.196.157;27630;android
2025-02-20 00:11:22.000;1842;38.132.118.168;10277;iphone
20.02.2025 0:11;1393;55.170.148.19;11471;android
20.02.2025 0:11;77;87.178.136.172;47262;iphone
20.02.2025 0:11;664;126.107.106.252;65523;iphone
2025-02-20 00:11:27.000;1831;10.132.214.99;45613;android
20.02.2025 0:11;958;143.52.205.169;55523;iphone
2025-02-20 00:11:33.000;1016;195.16.173.186;50422;iphone
2025-02-20 00:11:33.000;1695;198.149.250.173;32501;android
2025-02-20 00:11:34.000;635;2.182.23.184;53947;iphone
20.02.2025 0:11;1864;216.60.69.186;73277;android
20.02.2025 0:11;1277;106.97.34.44;97684;android
20.02.2025 0:11;2132;36.235.155.193;33994;android
20.02.2025 0:11;2348;179.0.24.90;65523;iphone
2025-02-20 00:11:37.000;2153;239.21.38.192;80855;android
20.02.2025 0:11;115;67.122.0.200;80855;iphone
20.02.2025 0:11;1501;32.203.237.171;19961;iphone
20.02.2025 0:11;714;149.91.50.90;50422;iphone
20.02.2025 0:11;1011;9.51.43.116;86108;android
20.02.2025 0:11;2146;32.32.140.104;72242;iphone
20.02.2025 0:11;1766;104.217.162.186;48408;android
2025-02-20 00:11:44.000;215;137.170.163.132;80855;iphone
20.02.2025 0:11;1972;224.68.85.176;66580;android
20.02.2025 0:11;2278;85.36.50.162;46453;android
2025-02-20 00:11:47.000;2242;53.211.180.69;90619;iphone
20.02.2025 0:11;1508;59.209.152.205;48087;iphone
2025-02-20 00:11:53.000;881;180.6.17.226;99129;android
20.02.2025 0:11;440;48.213.16.86;31866;iphone
20.02.2025 0:11;1974;12.213.42.41;56587;android
20.02.2025 0:12;1750;235.158.165.133;21505;android
20.02.2025 0:12;94;91.197.126.42;74267;iphone
20.02.2025 0:12;1060;130.109.154.139;73588;android
20.02.2025 0:12;166;211.158.25.102;43623;android
20.02.2025 0:12;1091;180.229.37.18;55926;android
20.02.2025 0:12;2085;187.122.71.237;80855;iphone
20.02.2025 0:12;564;185.127.16.53;27669;iphone
20.02.2025 0:12;2100;2.139.80.156;25566;android
20.02.2025 0:12;1043;127.11.72.58;13693;iphone
20.02.2025 0:12;2290;161.31.85.216;54188;iphone
2025-02-20 00:12:14.000;352;160.209.169.51;84713;android
20.02.2025 0:12;504;215.26.221.19;30113;iphone
20.02.2025 0:12;1732;57.53.140.234;29859;iphone
